Data logger for tempereture and humidity.
Code, design, and soldering by Antti Mikkonen, a.mikkonen@iki.fi, 2019.
Based on open source projects and libraries. See source for details.
/home/ami/src/arduino/promini/logger_v8_ada/logger_v8_ada.ino
UTC time (year/month/date hour:minute:second), T RTC (C), T sht31 (C), T si7021 (C), RH sht31 (-), RH si7021 (-), heaterOn sht31 (bool),  heaterOn si7021 (bool), battery voltage (V)
2019/04/07 00:54:00, 3.50, 3.92, 3.24, 34.03, 32.46, 0, 0, 4.18
2019/04/07 00:55:00, 3.25, 3.89, 3.22, 34.01, 32.45, 0, 0, 4.18
2019/04/07 00:56:00, 3.25, 3.86, 3.19, 34.01, 32.45, 0, 0, 4.18
2019/04/07 00:57:00, 3.25, 3.85, 3.19, 34.06, 32.47, 0, 0, 4.18
2019/04/07 00:58:00, 3.25, 3.83, 3.16, 34.03, 32.45, 0, 0, 4.18
2019/04/07 00:59:00, 3.25, 3.82, 3.12, 33.99, 32.45, 0, 0, 4.18
2019/04/07 01:00:00, 3.25, 3.78, 3.11, 34.02, 32.45, 0, 0, 4.18
2019/04/07 01:01:00, 3.25, 3.78, 3.09, 34.03, 32.45, 0, 0, 4.18
2019/04/07 01:02:00, 3.25, 3.69, 3.06, 34.05, 32.45, 0, 0, 4.18
2019/04/07 01:03:00, 3.25, 3.69, 3.05, 34.08, 32.46, 0, 0, 4.18
2019/04/07 01:04:00, 3.25, 3.70, 3.04, 34.04, 32.48, 0, 0, 4.18
2019/04/07 01:05:00, 3.25, 3.68, 3.02, 34.06, 32.46, 0, 0, 4.18
2019/04/07 01:06:00, 3.25, 3.66, 3.01, 34.07, 32.47, 0, 0, 4.18
2019/04/07 01:07:00, 3.25, 3.62, 2.98, 34.09, 32.47, 0, 0, 4.18
2019/04/07 01:08:00, 3.00, 3.61, 2.94, 34.05, 32.47, 0, 0, 4.18
2019/04/07 01:09:00, 3.00, 3.59, 2.92, 34.11, 32.48, 0, 0, 4.18
2019/04/07 01:10:00, 3.00, 3.61, 2.91, 34.07, 32.47, 0, 0, 4.18
2019/04/07 01:11:00, 3.00, 3.57, 2.90, 34.07, 32.49, 0, 0, 4.18
2019/04/07 01:12:00, 3.00, 3.52, 2.89, 34.12, 32.49, 0, 0, 4.18
2019/04/07 01:13:00, 3.00, 3.52, 2.88, 34.09, 32.51, 0, 0, 4.18
2019/04/07 01:14:00, 3.00, 3.52, 2.82, 34.08, 32.49, 0, 0, 4.18
2019/04/07 01:15:00, 3.00, 3.51, 2.83, 34.12, 32.49, 0, 0, 4.18
2019/04/07 01:16:00, 3.00, 3.45, 2.80, 34.11, 32.51, 0, 0, 4.18
2019/04/07 01:17:00, 3.00, 3.45, 2.80, 34.12, 32.50, 0, 0, 4.18
2019/04/07 01:18:00, 3.00, 3.42, 2.76, 34.15, 32.49, 0, 0, 4.18
2019/04/07 01:19:00, 3.00, 3.41, 2.74, 34.15, 32.51, 0, 0, 4.18
2019/04/07 01:20:00, 3.00, 3.40, 2.74, 34.14, 32.51, 0, 0, 4.18
2019/04/07 01:21:00, 3.00, 3.40, 2.71, 34.12, 32.49, 0, 0, 4.18
2019/04/07 01:22:00, 2.75, 3.35, 2.71, 34.12, 32.50, 0, 0, 4.18
2019/04/07 01:23:00, 2.75, 3.34, 2.68, 34.11, 32.51, 0, 0, 4.18
2019/04/07 01:24:00, 2.75, 3.33, 2.64, 34.18, 32.50, 0, 0, 4.18
2019/04/07 01:25:00, 2.75, 3.31, 2.65, 34.09, 32.51, 0, 0, 4.18
2019/04/07 01:26:00, 2.75, 3.28, 2.63, 34.18, 32.51, 0, 0, 4.18
2019/04/07 01:27:00, 2.75, 3.27, 2.59, 34.11, 32.52, 0, 0, 4.18
2019/04/07 01:28:00, 2.75, 3.24, 2.60, 34.16, 32.53, 0, 0, 4.18
2019/04/07 01:29:00, 2.75, 3.24, 2.57, 34.19, 32.52, 0, 0, 4.18
2019/04/07 01:30:00, 2.75, 3.21, 2.53, 34.16, 32.52, 0, 0, 4.18
2019/04/07 01:31:00, 2.75, 3.20, 2.52, 34.16, 32.54, 0, 0, 4.18
2019/04/07 01:32:00, 2.75, 3.17, 2.52, 34.14, 32.52, 0, 0, 4.18
2019/04/07 01:33:00, 2.75, 3.14, 2.47, 34.18, 32.54, 0, 0, 4.18
2019/04/07 01:34:00, 2.75, 3.11, 2.47, 34.17, 32.54, 0, 0, 4.18
2019/04/07 01:35:00, 2.75, 3.16, 2.46, 34.19, 32.53, 0, 0, 4.18
2019/04/07 01:36:00, 2.50, 3.07, 2.43, 34.19, 32.56, 0, 0, 4.18
2019/04/07 01:37:00, 2.50, 3.07, 2.42, 34.21, 32.55, 0, 0, 4.18
2019/04/07 01:38:00, 2.50, 3.04, 2.39, 34.25, 32.58, 0, 0, 4.18
2019/04/07 01:39:00, 2.50, 3.03, 2.38, 34.25, 32.58, 0, 0, 4.18
2019/04/07 01:40:00, 2.50, 3.02, 2.38, 34.22, 32.57, 0, 0, 4.18
2019/04/07 01:41:00, 2.50, 2.99, 2.34, 34.28, 32.58, 0, 0, 4.18
2019/04/07 01:42:00, 2.50, 2.97, 2.32, 34.25, 32.59, 0, 0, 4.18
2019/04/07 01:43:00, 2.50, 2.97, 2.33, 34.29, 32.57, 0, 0, 4.18
2019/04/07 01:44:00, 2.50, 2.95, 2.31, 34.23, 32.59, 0, 0, 4.18
2019/04/07 01:45:00, 2.50, 2.93, 2.27, 34.27, 32.59, 0, 0, 4.18
2019/04/07 01:46:00, 2.50, 2.93, 2.27, 34.25, 32.61, 0, 0, 4.18
2019/04/07 01:47:00, 2.50, 2.88, 2.24, 34.26, 32.59, 0, 0, 4.18
2019/04/07 01:48:00, 2.50, 2.88, 2.23, 34.24, 32.62, 0, 0, 4.18
2019/04/07 01:49:00, 2.50, 2.88, 2.22, 34.28, 32.61, 0, 0, 4.18
2019/04/07 01:50:00, 2.25, 2.86, 2.21, 34.25, 32.61, 0, 0, 4.18
2019/04/07 01:51:00, 2.25, 2.85, 2.20, 34.30, 32.61, 0, 0, 4.18
2019/04/07 01:52:00, 2.25, 2.83, 2.18, 34.27, 32.61, 0, 0, 4.18
2019/04/07 01:53:00, 2.25, 2.82, 2.17, 34.28, 32.63, 0, 0, 4.18
2019/04/07 01:54:00, 2.25, 2.78, 2.16, 34.32, 32.65, 0, 0, 4.18
2019/04/07 01:55:00, 2.25, 2.79, 2.15, 34.33, 32.66, 0, 0, 4.18
2019/04/07 01:56:00, 2.25, 2.76, 2.12, 34.34, 32.65, 0, 0, 4.18
2019/04/07 01:57:00, 2.25, 2.74, 2.07, 34.35, 32.67, 0, 0, 4.18
2019/04/07 01:58:00, 2.25, 2.72, 2.11, 34.36, 32.68, 0, 0, 4.18
2019/04/07 01:59:00, 2.25, 2.72, 2.06, 34.35, 32.68, 0, 0, 4.18
2019/04/07 02:00:00, 2.25, 2.71, 2.07, 34.36, 32.69, 0, 0, 4.18
2019/04/07 02:01:00, 2.25, 2.68, 2.04, 34.36, 32.71, 0, 0, 4.18
2019/04/07 02:02:00, 2.25, 2.67, 2.04, 34.37, 32.71, 0, 0, 4.18
2019/04/07 02:03:00, 2.25, 2.68, 2.02, 34.41, 32.70, 0, 0, 4.18
2019/04/07 02:04:00, 2.25, 2.64, 2.02, 34.38, 32.70, 0, 0, 4.18
2019/04/07 02:05:00, 2.25, 2.62, 2.00, 34.38, 32.71, 0, 0, 4.18
2019/04/07 02:06:00, 2.25, 2.62, 1.98, 34.42, 32.71, 0, 0, 4.18
2019/04/07 02:07:00, 2.25, 2.62, 1.98, 34.40, 32.71, 0, 0, 4.18
2019/04/07 02:08:00, 2.25, 2.61, 1.97, 34.40, 32.70, 0, 0, 4.18
2019/04/07 02:09:00, 2.25, 2.61, 1.95, 34.36, 32.72, 0, 0, 4.18
2019/04/07 02:10:00, 2.00, 2.57, 1.93, 34.40, 32.72, 0, 0, 4.18
2019/04/07 02:11:00, 2.00, 2.57, 1.93, 34.45, 32.73, 0, 0, 4.18
2019/04/07 02:12:00, 2.00, 2.55, 1.91, 34.46, 32.73, 0, 0, 4.18
2019/04/07 02:13:00, 2.00, 2.52, 1.90, 34.42, 32.74, 0, 0, 4.18
2019/04/07 02:14:00, 2.00, 2.52, 1.88, 34.47, 32.73, 0, 0, 4.18
2019/04/07 02:15:00, 2.00, 2.51, 1.87, 34.51, 32.74, 0, 0, 4.18
2019/04/07 02:16:00, 2.00, 2.48, 1.87, 34.44, 32.75, 0, 0, 4.18
2019/04/07 02:17:00, 2.00, 2.48, 1.85, 34.44, 32.74, 0, 0, 4.18
2019/04/07 02:18:00, 2.00, 2.50, 1.84, 34.44, 32.74, 0, 0, 4.18
2019/04/07 02:19:00, 2.00, 2.47, 1.82, 34.45, 32.74, 0, 0, 4.18
2019/04/07 02:20:00, 2.00, 2.41, 1.82, 34.49, 32.74, 0, 0, 4.18
2019/04/07 02:21:00, 2.00, 2.43, 1.79, 34.52, 32.76, 0, 0, 4.18
2019/04/07 02:22:00, 2.00, 2.40, 1.78, 34.54, 32.76, 0, 0, 4.18
2019/04/07 02:23:00, 2.00, 2.39, 1.79, 34.48, 32.78, 0, 0, 4.18
2019/04/07 02:24:00, 2.00, 2.39, 1.78, 34.50, 32.78, 0, 0, 4.18
2019/04/07 02:25:00, 2.00, 2.37, 1.75, 34.48, 32.76, 0, 0, 4.18
2019/04/07 02:26:00, 2.00, 2.36, 1.75, 34.47, 32.77, 0, 0, 4.18
2019/04/07 02:27:00, 2.00, 2.33, 1.71, 34.52, 32.76, 0, 0, 4.18
2019/04/07 02:28:00, 2.00, 2.34, 1.72, 34.48, 32.75, 0, 0, 4.18
2019/04/07 02:29:00, 2.00, 2.33, 1.70, 34.49, 32.77, 0, 0, 4.18
2019/04/07 02:30:00, 1.75, 2.32, 1.70, 34.49, 32.76, 0, 0, 4.18
2019/04/07 02:31:00, 1.75, 2.29, 1.67, 34.51, 32.77, 0, 0, 4.18
2019/04/07 02:32:00, 1.75, 2.29, 1.67, 34.52, 32.76, 0, 0, 4.18
2019/04/07 02:33:00, 1.75, 2.29, 1.65, 34.50, 32.78, 0, 0, 4.18
2019/04/07 02:34:00, 1.75, 2.26, 1.65, 34.50, 32.76, 0, 0, 4.18
2019/04/07 02:35:00, 1.75, 2.23, 1.62, 34.56, 32.78, 0, 0, 4.18
2019/04/07 02:36:00, 1.75, 2.23, 1.61, 34.55, 32.76, 0, 0, 4.18
2019/04/07 02:37:00, 1.75, 2.20, 1.60, 34.53, 32.77, 0, 0, 4.18
2019/04/07 02:38:00, 1.75, 2.20, 1.59, 34.54, 32.77, 0, 0, 4.18
2019/04/07 02:39:00, 1.75, 2.19, 1.57, 34.53, 32.77, 0, 0, 4.18
2019/04/07 02:40:00, 1.75, 2.17, 1.56, 34.54, 32.76, 0, 0, 4.18
2019/04/07 02:41:00, 1.75, 2.13, 1.54, 34.55, 32.77, 0, 0, 4.18
2019/04/07 02:42:00, 1.75, 2.16, 1.54, 34.52, 32.75, 0, 0, 4.18
2019/04/07 02:43:00, 1.75, 2.13, 1.52, 34.50, 32.74, 0, 0, 4.18
2019/04/07 02:44:00, 1.75, 2.12, 1.49, 34.54, 32.77, 0, 0, 4.18
2019/04/07 02:45:00, 1.75, 2.09, 1.48, 34.51, 32.76, 0, 0, 4.18
2019/04/07 02:46:00, 1.75, 2.07, 1.46, 34.56, 32.77, 0, 0, 4.18
2019/04/07 02:47:00, 1.75, 2.07, 1.45, 34.55, 32.77, 0, 0, 4.18
2019/04/07 02:48:00, 1.75, 2.05, 1.44, 34.54, 32.77, 0, 0, 4.18
2019/04/07 02:49:00, 1.75, 2.03, 1.42, 34.53, 32.75, 0, 0, 4.18
2019/04/07 02:50:00, 1.50, 1.99, 1.42, 34.55, 32.75, 0, 0, 4.18
2019/04/07 02:51:00, 1.50, 1.97, 1.39, 34.55, 32.78, 0, 0, 4.18
2019/04/07 02:52:00, 1.50, 1.97, 1.40, 34.60, 32.77, 0, 0, 4.18
2019/04/07 02:53:00, 1.50, 1.95, 1.38, 34.55, 32.76, 0, 0, 4.18
2019/04/07 02:54:00, 1.50, 1.96, 1.37, 34.57, 32.77, 0, 0, 4.18
2019/04/07 02:55:00, 1.50, 1.93, 1.35, 34.58, 32.77, 0, 0, 4.18
2019/04/07 02:56:00, 1.50, 1.90, 1.30, 34.60, 32.78, 0, 0, 4.18
2019/04/07 02:57:00, 1.50, 1.88, 1.30, 34.61, 32.78, 0, 0, 4.18
2019/04/07 02:58:00, 1.50, 1.89, 1.28, 34.63, 32.78, 0, 0, 4.18
2019/04/07 02:59:00, 1.50, 1.88, 1.27, 34.63, 32.78, 0, 0, 4.18
2019/04/07 03:00:00, 1.50, 1.85, 1.26, 34.62, 32.80, 0, 0, 4.18
2019/04/07 03:01:00, 1.50, 1.86, 1.26, 34.62, 32.81, 0, 0, 4.18
2019/04/07 03:02:00, 1.50, 1.84, 1.24, 34.64, 32.81, 0, 0, 4.18
2019/04/07 03:03:00, 1.50, 1.82, 1.20, 34.65, 32.82, 0, 0, 4.18
2019/04/07 03:04:00, 1.50, 1.79, 1.20, 34.64, 32.81, 0, 0, 4.18
2019/04/07 03:05:00, 1.50, 1.78, 1.18, 34.64, 32.81, 0, 0, 4.18
2019/04/07 03:06:00, 1.25, 1.75, 1.18, 34.66, 32.81, 0, 0, 4.18
2019/04/07 03:07:00, 1.25, 1.75, 1.15, 34.68, 32.82, 0, 0, 4.18
2019/04/07 03:08:00, 1.25, 1.72, 1.13, 34.68, 32.81, 0, 0, 4.18
2019/04/07 03:09:00, 1.25, 1.72, 1.13, 34.65, 32.81, 0, 0, 4.18
2019/04/07 03:10:00, 1.25, 1.72, 1.11, 34.65, 32.81, 0, 0, 4.18
2019/04/07 03:11:00, 1.25, 1.69, 1.10, 34.70, 32.81, 0, 0, 4.18
2019/04/07 03:12:00, 1.25, 1.64, 1.05, 34.72, 32.83, 0, 0, 4.18
2019/04/07 03:13:00, 1.25, 1.62, 1.06, 34.73, 32.83, 0, 0, 4.18
2019/04/07 03:14:00, 1.25, 1.62, 1.03, 34.70, 32.84, 0, 0, 4.18
2019/04/07 03:15:00, 1.25, 1.60, 1.02, 34.67, 32.82, 0, 0, 4.18
2019/04/07 03:16:00, 1.25, 1.61, 1.00, 34.71, 32.84, 0, 0, 4.18
2019/04/07 03:17:00, 1.25, 1.58, 0.99, 34.72, 32.84, 0, 0, 4.18
2019/04/07 03:18:00, 1.25, 1.57, 0.97, 34.75, 32.83, 0, 0, 4.18
2019/04/07 03:19:00, 1.25, 1.55, 0.98, 34.76, 32.84, 0, 0, 4.18
2019/04/07 03:20:00, 1.25, 1.51, 0.95, 34.77, 32.84, 0, 0, 4.18
2019/04/07 03:21:00, 1.25, 1.49, 0.94, 34.77, 32.85, 0, 0, 4.18
2019/04/07 03:22:00, 1.25, 1.47, 0.91, 34.76, 32.87, 0, 0, 4.18
2019/04/07 03:23:00, 1.25, 1.49, 0.90, 34.77, 32.89, 0, 0, 4.18
2019/04/07 03:24:00, 1.00, 1.49, 0.87, 34.76, 32.89, 0, 0, 4.18
2019/04/07 03:25:00, 1.00, 1.43, 0.87, 34.80, 32.89, 0, 0, 4.18
2019/04/07 03:26:00, 1.00, 1.43, 0.86, 34.85, 32.90, 0, 0, 4.18
2019/04/07 03:27:00, 1.00, 1.41, 0.86, 34.81, 32.90, 0, 0, 4.18
2019/04/07 03:28:00, 1.00, 1.39, 0.84, 34.81, 32.90, 0, 0, 4.18
2019/04/07 03:29:00, 1.00, 1.36, 0.81, 34.81, 32.90, 0, 0, 4.18
2019/04/07 03:30:00, 1.00, 1.34, 0.76, 34.81, 32.92, 0, 0, 4.18
2019/04/07 03:31:00, 1.00, 1.32, 0.80, 34.85, 32.92, 0, 0, 4.18
2019/04/07 03:32:00, 1.00, 1.36, 0.79, 34.84, 32.94, 0, 0, 4.18
2019/04/07 03:33:00, 1.00, 1.32, 0.76, 34.86, 32.94, 0, 0, 4.18
2019/04/07 03:34:00, 1.00, 1.30, 0.73, 34.89, 32.96, 0, 0, 4.18
2019/04/07 03:35:00, 1.00, 1.27, 0.73, 34.86, 32.97, 0, 0, 4.18
2019/04/07 03:36:00, 1.00, 1.25, 0.72, 34.90, 32.96, 0, 0, 4.18
2019/04/07 03:37:00, 1.00, 1.25, 0.69, 34.89, 32.99, 0, 0, 4.18
2019/04/07 03:38:00, 1.00, 1.25, 0.68, 34.92, 32.97, 0, 0, 4.18
2019/04/07 03:39:00, 1.00, 1.25, 0.68, 34.90, 32.97, 0, 0, 4.18
2019/04/07 03:40:00, 1.00, 1.22, 0.64, 34.91, 32.98, 0, 0, 4.18
2019/04/07 03:41:00, 1.00, 1.21, 0.64, 34.90, 33.00, 0, 0, 4.18
2019/04/07 03:42:00, 0.75, 1.21, 0.64, 34.97, 32.99, 0, 0, 4.18
2019/04/07 03:43:00, 0.75, 1.16, 0.61, 34.93, 33.00, 0, 0, 4.18
2019/04/07 03:44:00, 0.75, 1.15, 0.61, 34.97, 32.98, 0, 0, 4.18
2019/04/07 03:45:00, 0.75, 1.13, 0.60, 34.95, 32.99, 0, 0, 4.18
2019/04/07 03:46:00, 0.75, 1.15, 0.59, 34.92, 33.00, 0, 0, 4.18
2019/04/07 03:47:00, 0.75, 1.12, 0.55, 34.92, 32.99, 0, 0, 4.18
2019/04/07 03:48:00, 0.75, 1.10, 0.57, 34.94, 33.00, 0, 0, 4.18
2019/04/07 03:49:00, 0.75, 1.07, 0.55, 34.95, 33.01, 0, 0, 4.18
2019/04/07 03:50:00, 0.75, 1.07, 0.53, 34.95, 33.01, 0, 0, 4.18
2019/04/07 03:51:00, 0.75, 1.07, 0.53, 34.96, 33.00, 0, 0, 4.18
2019/04/07 03:52:00, 0.75, 1.06, 0.51, 34.96, 33.01, 0, 0, 4.18
2019/04/07 03:53:00, 0.75, 1.03, 0.49, 34.98, 33.02, 0, 0, 4.18
2019/04/07 03:54:00, 0.75, 1.03, 0.47, 34.96, 33.03, 0, 0, 4.18
2019/04/07 03:55:00, 0.75, 1.00, 0.47, 35.02, 33.03, 0, 0, 4.18
2019/04/07 03:56:00, 0.75, 1.00, 0.46, 34.99, 33.04, 0, 0, 4.18
2019/04/07 03:57:00, 0.75, 0.98, 0.43, 34.99, 33.03, 0, 0, 4.18
2019/04/07 03:58:00, 0.75, 0.99, 0.43, 34.97, 33.02, 0, 0, 4.18
2019/04/07 03:59:00, 0.75, 0.96, 0.41, 34.97, 33.02, 0, 0, 4.18
2019/04/07 04:00:00, 0.75, 0.95, 0.40, 35.05, 33.03, 0, 0, 4.18
2019/04/07 04:01:00, 0.75, 0.95, 0.38, 35.03, 33.06, 0, 0, 4.18
2019/04/07 04:02:00, 0.75, 0.89, 0.39, 35.01, 33.04, 0, 0, 4.18
2019/04/07 04:03:00, 0.50, 0.91, 0.36, 35.03, 33.05, 0, 0, 4.18
2019/04/07 04:04:00, 0.50, 0.89, 0.35, 35.01, 33.03, 0, 0, 4.18
2019/04/07 04:05:00, 0.50, 0.91, 0.36, 35.04, 33.03, 0, 0, 4.18
2019/04/07 04:06:00, 0.50, 0.87, 0.32, 35.04, 33.07, 0, 0, 4.18
2019/04/07 04:07:00, 0.50, 0.87, 0.31, 35.03, 33.06, 0, 0, 4.18
2019/04/07 04:08:00, 0.50, 0.88, 0.34, 35.04, 33.08, 0, 0, 4.18
2019/04/07 04:09:00, 0.50, 0.87, 0.29, 35.01, 33.06, 0, 0, 4.18
2019/04/07 04:10:00, 0.50, 0.82, 0.28, 35.03, 33.07, 0, 0, 4.18
2019/04/07 04:11:00, 0.50, 0.82, 0.27, 35.03, 33.07, 0, 0, 4.18
2019/04/07 04:12:00, 0.50, 0.82, 0.27, 35.02, 33.06, 0, 0, 4.18
2019/04/07 04:13:00, 0.50, 0.77, 0.24, 35.07, 33.07, 0, 0, 4.18
2019/04/07 04:14:00, 0.50, 0.78, 0.23, 35.06, 33.07, 0, 0, 4.18
2019/04/07 04:15:00, 0.50, 0.75, 0.24, 35.06, 33.07, 0, 0, 4.18
2019/04/07 04:16:00, 0.50, 0.72, 0.20, 35.14, 33.08, 0, 0, 4.18
2019/04/07 04:17:00, 0.50, 0.71, 0.21, 35.16, 33.08, 0, 0, 4.18
2019/04/07 04:18:00, 0.50, 0.70, 0.16, 35.13, 33.10, 0, 0, 4.18
2019/04/07 04:19:00, 0.50, 0.67, 0.16, 35.18, 33.12, 0, 0, 4.18
2019/04/07 04:20:00, 0.50, 0.65, 0.14, 35.20, 33.12, 0, 0, 4.18
2019/04/07 04:21:00, 0.50, 0.64, 0.13, 35.20, 33.13, 0, 0, 4.18
2019/04/07 04:22:00, 0.50, 0.60, 0.11, 35.18, 33.13, 0, 0, 4.18
2019/04/07 04:23:00, 0.25, 0.57, 0.10, 35.26, 33.16, 0, 0, 4.18
2019/04/07 04:24:00, 0.25, 0.57, 0.08, 35.29, 33.16, 0, 0, 4.18
2019/04/07 04:25:00, 0.25, 0.57, 0.07, 35.28, 33.16, 0, 0, 4.18
2019/04/07 04:26:00, 0.25, 0.53, 0.04, 35.29, 33.17, 0, 0, 4.18
2019/04/07 04:27:00, 0.25, 0.51, 0.02, 35.25, 33.17, 0, 0, 4.18
2019/04/07 04:28:00, 0.25, 0.49, 0.01, 35.32, 33.20, 0, 0, 4.18
2019/04/07 04:29:00, 0.25, 0.49, 0.00, 35.33, 33.19, 0, 0, 4.18
2019/04/07 04:30:00, 0.25, 0.47, 0.00, 35.36, 33.21, 0, 0, 4.18
2019/04/07 04:31:00, 0.25, 0.44, -0.02, 35.36, 33.23, 0, 0, 4.18
2019/04/07 04:32:00, 0.25, 0.43, -0.04, 35.38, 33.23, 0, 0, 4.18
2019/04/07 04:33:00, 0.25, 0.43, -0.04, 35.39, 33.26, 0, 0, 4.18
2019/04/07 04:34:00, 0.25, 0.42, -0.07, 35.42, 33.26, 0, 0, 4.18
2019/04/07 04:35:00, 0.25, 0.42, -0.08, 35.42, 33.27, 0, 0, 4.18
2019/04/07 04:36:00, 0.25, 0.37, -0.09, 35.41, 33.27, 0, 0, 4.18
2019/04/07 04:37:00, 0.25, 0.37, -0.08, 35.43, 33.29, 0, 0, 4.18
2019/04/07 04:38:00, 0.25, 0.35, -0.12, 35.45, 33.30, 0, 0, 4.18
2019/04/07 04:39:00, 0.25, 0.35, -0.15, 35.44, 33.30, 0, 0, 4.18
2019/04/07 04:40:00, 0.25, 0.33, -0.14, 35.49, 33.32, 0, 0, 4.18
2019/04/07 04:41:00, 0.00, 0.31, -0.14, 35.51, 33.30, 0, 0, 4.18
2019/04/07 04:42:00, 0.00, 0.31, -0.17, 35.47, 33.32, 0, 0, 4.18
